,,,,,,1030071927,CORTE C -,,,,,,,,,,,,IPANEMA,GUANAMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030067919,CORTE C -,,,,,,,,,,,,SAO FRANCISCO,GUANAMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030074908,CORTE C -,,,,,,,,,,,,NOSSA SENHORA DA PAZ,CAETITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030071399,CORTE C -,,,,,,,,,,,,OBSERVATORIO,CAETITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030066780,CORTE C -,,,,,,,,,,,,MARABA,GUANAMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075596,CORTE C -,,,,,,,,,,,,CENTRO-PINDAI,PINDAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030074981,CORTE C -,,,,,,,,,,,,PARAISO,GUANAMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030066399,CORTE C -,,,,,,,,,,,,PARAISO,GUANAMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030066956,CORTE C -,,,,,,,,,,,,LOTEAMENTO SANDOVAL MORAES,GUANAMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030068857,CORTE C -,,,,,,,,,,,,BELA VISTA,GUANAMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030081049,CORTE C -,,,,,,,,,,,,VOMITA MEL,GUANAMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075620,CORTE C -,,,,,,,,,,,,CENTRO-PINDAI,PINDAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030071406,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030065471,CORTE C -,,,,,,,,,,,,COMVEIMA I,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030062478,CORTE C -,,,,,,,,,,,,LOTEAMENTO ALVORADA,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030070476,CORTE C -,,,,,,,,,,,,LOTEAMENTO MATADOURO,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030070339,CORTE C -,,,,,,,,,,,,MORADA DOS PASSAROS I,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030084042,CORTE C -,,,,,,,,,,,,KADIJA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030067900,CORTE C -,,,,,,,,,,,,ALTO DA BOA VISTA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030083072,CORTE C -,,,,,,,,,,,,JATOBA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030074996,CORTE C -,,,,,,,,,,,,ESPIRITO SANTO,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030082080,CORTE C -,,,,,,,,,,,,ALTO DA VITORIA,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030062470,CORTE C -,,,,,,,,,,,,JARDIM VALERIA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063862,CORTE C -,,,,,,,,,,,,POCOEZINHO,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030076587,CORTE C -,,,,,,,,,,,,JATOBA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030069745,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030066973,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030077008,CORTE C -,,,,,,,,,,,,JOAQUIM MASCARENHAS,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075630,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063826,CORTE C -,,,,,,,,,,,,SANTA HELENA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030083561,CORTE TOP25 -,,,,,,,,,,,,MORADA DO BEM QUERER,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030067886,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075550,CORTE C -,,,,,,,,,,,,VILA AMERICA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030064958,CORTE C -,,,,,,,,,,,,JATOBA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075139,CORTE C -,,,,,,,,,,,,MORADA DOS PASSAROS I,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063431,CORTE C -,,,,,,,,,,,,POCOEZINHO,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030079563,CORTE C -,,,,,,,,,,,,COMVEIMA II,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030069958,CORTE C -,,,,,,,,,,,,CASAS POPULARES,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075646,CORTE C -,,,,,,,,,,,,CENTRO-MIRANTE,Mirante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075621,CORTE C -,,,,,,,,,,,,ACUDE,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030079025,CORTE TOP25 -,,,,,,,,,,,,NOVA CIDADE,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030074814,CORTE C -,,,,,,,,,,,,CASAS POPULARES,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030069380,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063489,CORTE C -,,,,,,,,,,,,MORADA NOVA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030070405,CORTE C -,,,,,,,,,,,,CENTRO-CAMPINHOS,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063973,CORTE C -,,,,,,,,,,,,SANTA HELENA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030071926,CORTE C -,,,,,,,,,,,,CENTRO-VITORIA DA CONQUISTA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030067946,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030078626,CORTE C -,,,,,,,,,,,,CENTRO-MIRANTE,Mirante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030078072,CORTE C -,,,,,,,,,,,,ALTO DA VITORIA,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030077561,CORTE TOP25 -,,,,,,,,,,,,BOA VISTA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030077606,CORTE C -,,,,,,,,,,,,FELICIA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030071985,CORTE C -,,,,,,,,,,,,PRIMAVERA,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030079014,CORTE C -,,,,,,,,,,,,RECANTO DAS AGUAS,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030062906,CORTE C -,,,,,,,,,,,,CENTRO-POCOES,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063477,CORTE C -,,,,,,,,,,,,CIDADE MODELO,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030074450,CORTE C -,,,,,,,,,,,,SAO PAULO,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030083058,CORTE C -,,,,,,,,,,,,CONJUNTO ALAGOAS,Mirante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030068464,CORTE C -,,,,,,,,,,,,JATOBA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030078033,CORTE C -,,,,,,,,,,,,ALTO DO RECREIO,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030080116,CORTE C -,,,,,,,,,,,,FELICIA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030071419,CORTE C -,,,,,,,,,,,,CIDADE MODELO,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030067981,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030074494,CORTE C -,,,,,,,,,,,,ACUDE,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030074313,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030071489,CORTE C -,,,,,,,,,,,,CENTRO-MIRANTE,Mirante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063971,CORTE C -,,,,,,,,,,,,RECANTO DAS AGUAS,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030069482,CORTE C -,,,,,,,,,,,,ACUDE,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030070443,CORTE C -,,,,,,,,,,,,RURAL-TOMBA IBZ,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063963,CORTE C -,,,,,,,,,,,,TIGRE,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030067476,CORTE C -,,,,,,,,,,,,ALTO DA BOA VISTA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030078115,CORTE TOP25 -,,,,,,,,,,,,NOVA CIDADE,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030080055,CORTE C -,,,,,,,,,,,,PRIMAVERA,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030070279,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030083549,CORTE C -,,,,,,,,,,,,VILA AMERICA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075039,CORTE C -,,,,,,,,,,,,VILA DA CONQUISTA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030067906,CORTE C -,,,,,,,,,,,,MORADA DOS PASSAROS I,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075604,CORTE C -,,,,,,,,,,,,COMVEIMA I,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030066391,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063837,CORTE C -,,,,,,,,,,,,CENTRO-VIT DA CONQUISTA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030080066,CORTE C -,,,,,,,,,,,,ALTO DA VITORIA,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030078129,CORTE C -,,,,,,,,,,,,ALTO DA VITORIA,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030078609,CORTE C -,,,,,,,,,,,,CENTRO-MIRANTE,Mirante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030063968,CORTE C -,,,,,,,,,,,,URBIS,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030069407,CORTE C -,,,,,,,,,,,,FORTALEZA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030062979,CORTE C -,,,,,,,,,,,,MORADA DOS PASSAROS III,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030067429,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075105,CORTE C -,,,,,,,,,,,,BRASIL,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030066947,CORTE C -,,,,,,,,,,,,RURAL - ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030065399,CORTE C -,,,,,,,,,,,,CENTRO-ENCRUZILHADA,Encruzilhada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030070383,CORTE C -,,,,,,,,,,,,COMVEIMA I,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075636,CORTE C -,,,,,,,,,,,,ESPIRITO SANTO,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030070883,CORTE C -,,,,,,,,,,,,SANTA RITA,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030069371,CORTE C -,,,,,,,,,,,,SAO VICENTE,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030077049,CORTE TOP25 -,,,,,,,,,,,,URBIS VI,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030081089,CORTE C -,,,,,,,,,,,,MONTE ALEGRE,Mirante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030075645,CORTE C -,,,,,,,,,,,,JARDIM GUANABARA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030068991,CORTE C -,,,,,,,,,,,,BOA VISTA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030077053,CORTE C -,,,,,,,,,,,,CENTRO-POCOES,Pocoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030071919,CORTE C -,,,,,,,,,,,,CENTRO-VIT DA CONQUISTA,Vitoria da Conquista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030080058,CORTE C -,,,,,,,,,,,,CENTRO-IPUPIARA,IPUPIARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030070309,CORTE C -,,,,,,,,,,,,CENTRO-IPUPIARA,IPUPIARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030080560,CORTE C -,,,,,,,,,,,,SAO JOAO,BARRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030076520,CORTE C -,,,,,,,,,,,,CENTRO-IPUPIARA,IPUPIARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
,,,,,,1030073847,CORTE C -,,,,,,,,,,,,ROSARIO,BARRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2026,,,,,,,,,,,,,,,,,,
